190 1     7.807849
191 1     8.155520
192 1     8.747142
193 1     9.270383
194 1     7.160482
195 1     3.996248
196 1     3.180016
197 1     2.761340
198 1     2.934706
199 1     3.558441
200 1     4.654299
201 1     5.603570
202 1     6.515558
203 1     7.424284
204 1     8.203658
205 1     8.973851
206 1     8.539614
207 1     8.056829
208 1     7.605919
209 1     7.569841
210 1     7.747580
211 1     7.896360
212 1     7.299315
213 1     7.232047
214 1     6.464712
215 1     6.514599
216 1     7.000714
217 1     6.546182
218 1     6.931811
219 1     6.423589
220 1     6.418138
221 1     6.018513
222 1     5.411331
223 1     4.957822
224 1     3.889730
225 1     3.871046
226 1     4.071855
227 1     4.493607
228 1     5.067790
229 1     5.662597
230 1     6.107782
231 1     5.344390
232 1     4.742362
233 1     4.951010
234 1     4.899235
235 1     5.961963
236 1     5.872180
237 1     6.045246
238 1     5.553602
239 1     5.091660
240 1     4.393177
3 2     3.400368
4 2     3.634556
5 2     4.383207
6 2     5.346027
7 2     4.606788
8 2     4.000000
9 2     3.896473
10 2     4.329261
11 2     4.671723
12 2     4.935838
13 2     5.488397
14 2     5.427937
15 2     5.200000
16 2     5.750000
17 2     6.300794
18 2     6.612110
19 2     6.084817
20 2     5.765848
21 2     7.608055
22 2     6.683001
23 2     6.428841
24 2     6.630422
25 2     7.069123
26 2     7.326834
27 2     7.325640
28 2     8.465371
29 2     8.041144
30 2     7.833901
31 2     7.514153
32 2     8.952374
33 2     8.852683
34 2     8.462417
35 2     8.001562
36 2     7.427819
37 2     8.193900
38 2     8.915716
39 2     9.091892
40 2     9.561511
41 2    10.613435
42 2    10.168210
43 2     9.693941
44 2     9.638594
45 2     9.261209
46 2     9.217917
47 2     8.388236
48 2     8.514693
49 2     9.305106
50 2     9.669152
51 2     9.817586
52 2    10.346980
53 2    10.756393
54 2    11.072488
55 2    11.764353
56 2    12.675666
57 2    12.119612
58 2    11.485317
59 2    10.871177
60 2    11.361008
61 2    10.353864
62 2    10.419333
63 2     9.890020
64 2    10.212370
65 2    10.581706
66 2    10.581233
67 2    10.916272
68 2    10.815845
69 2    11.124860
70 2    11.209148
71 2    11.636258
72 2    11.674010
73 2    12.074974
74 2    12.076837
75 2    12.398488
76 2    12.907072
77 2    13.061872
78 2    13.382451
79 2    13.574424
80 2    13.994285
81 2    13.086061
82 2    12.417931
83 2    12.161928
84 2    11.607110
85 2    11.351762
86 2    11.081742
87 2    11.510864
88 2    12.173948
89 2    11.870341
90 2    12.381034
91 2    12.758135
92 2    13.562448
93 2    14.031572
94 2    13.200852
95 2    13.847202
96 2    12.900484
97 2    13.760905
98 2    13.119165
99 2    12.784854
100 2    12.112184
101 2    12.551594
102 2    12.020815
103 2    11.395174
104 2    11.242998
105 2    10.820813
106 2    10.618145
107 2    13.810503
108 2    13.268855
109 2    12.347571
110 2    11.580695
111 2    13.524792
112 2    12.886912
113 2    12.067518
114 2    12.432317
115 2    13.120309
116 2    13.661076
117 2    12.690252
118 2    12.080149
119 2    11.518029
120 2    10.986924
121 2    11.270870
122 2    13.507498
123 2    13.112303
124 2    12.444376
125 2    11.746595
126 2    11.130588
127 2    11.408878
128 2    11.988536
129 2    12.583422
130 2    13.106105
131 2    12.567020
132 2    11.985408
133 2    11.351762
134 2    11.910080
135 2    12.554880
136 2    13.444795
137 2    13.250094
138 2    12.497300
139 2    11.986764
140 2    11.496195
141 2    11.820004
142 2    12.301423
143 2    12.986243
144 2    13.440610
145 2    13.344756
146 2    13.109729
147 2    12.745391
148 2    12.406551
149 2    12.240302
150 2     9.573531
151 2     9.841240
152 2     9.158739
153 2     8.644218
154 2     7.409453
155 2     7.644769
156 2     8.205181
157 2     8.292466
158 2     9.404387
159 2    10.090714
160 2     8.680006
161 2     8.270732
162 2     7.592760
163 2     7.566043
164 2     6.754628
165 2     6.753703
166 2     6.871863
167 2     6.345274
168 2     6.188093
169 2     5.263079
170 2     4.219301
171 2     5.551802
172 2     7.280453
173 2     7.852547
174 2     8.369289
175 2     9.210049
176 2     9.133044
177 2     8.318203
178 2     7.678053
179 2     7.163274
180 2     6.600947
181 2     5.923048
182 2     5.430009
183 2     4.865439
184 2     4.060788
185 2     4.923921
186 2     5.415025
187 2     5.985399
188 2     6.037384
189 2     6.619101
190 2     7.672353
191 2     8.105862
192 2     8.731552
193 2     9.354277
194 2     7.093659
195 2     3.438386
196 2     2.778489
197 2     2.644334
198 2     3.200000
199 2     3.901282
200 2     5.236888
201 2     6.173532
202 2     7.034913
203 2     7.919122
204 2     8.601308
205 2     9.259725
206 2     8.717368
207 2     8.139103
208 2     7.605426
209 2     7.676262
210 2     7.956915
211 2     8.221922
212 2     7.700162
213 2     7.498333
214 2     6.806614
215 2     6.753703
216 2     7.148601
217 2     6.687675
218 2     6.978001
219 2     6.361211
220 2     6.456005
221 2     5.923681
222 2     5.292447
223 2     4.718315
224 2     3.645888
225 2     3.812152
226 2     4.235859
227 2     4.427189
228 2     5.062114
229 2     5.680009
230 2     6.209871
231 2     5.434151
232 2     4.874679
233 2     5.179286
234 2     5.250238
235 2     6.350000
236 2     6.166441
237 2     6.230770
238 2     5.755867
239 2     5.572477
240 2     4.806506
4 3     0.585235
5 3     1.272792
6 3     2.042670
7 3     1.236932
8 3     0.602080
9 3     0.710634
10 3     1.280625
11 3     1.312440
12 3     1.780449
13 3     2.413504
14 3     2.061553
15 3     1.800694
16 3     2.350532
17 3     2.903877
18 3     3.219084
19 3     2.717076
20 3     2.504496
21 3     4.210701
22 3     3.352611
23 3     3.250000
24 3     3.623534
25 3     3.927467
26 3     4.057709
27 3     3.977751
28 3     5.099020
29 3     4.727843
30 3     4.589390
31 3     4.452527
32 3     5.602901
33 3     5.589499
34 3     5.277310
35 3     4.897193
36 3     4.530453
37 3     5.231873
38 3     5.911218
39 3     5.953990
40 3     6.261390
41 3     7.320690
42 3     6.977822
43 3     6.507304
44 3     6.551336
45 3     6.310507
46 3     6.404100
47 3     5.586591
48 3     5.942432
49 3     6.703171
50 3     6.864765
51 3     6.880589
52 3     7.322056
53 3     7.629712
54 3     7.858912
55 3     8.569860
56 3     9.550131
57 3     8.991246
58 3     8.403868
59 3     7.893352
60 3     8.393152
61 3     7.465253
62 3     7.641989
63 3     7.215608
64 3     7.669420
65 3     8.130498
66 3     7.922436
67 3     8.321208
68 3     8.005623
69 3     8.414868
70 3     8.348203
71 3     8.852683
72 3     8.770690
73 3     9.257564
74 3     9.097939
75 3     9.534411
76 3     9.902020
77 3    10.150123
78 3    10.350966
79 3    10.642486
80 3    11.184029
81 3    10.310310
82 3     9.662945
83 3     9.475495
84 3     8.945530
85 3     8.786353
86 3     8.690368
87 3     9.100137
88 3     9.699098
89 3     9.317859
90 3     9.804208
91 3    10.076830
92 3    10.858752
93 3    11.421143
94 3    10.612493
95 3    11.401864
96 3    10.448445
97 3    11.473665
98 3    10.886000
99 3    10.451076
100 3     9.794003
101 3    10.361708
102 3     9.869777
103 3     9.139065
104 3     9.116606
105 3     8.767696
106 3     8.379290
107 3    11.777203
108 3    11.200446
109 3    10.295630
110 3     9.615092
111 3    11.674866
112 3    10.979299
113 3    10.176566
114 3    10.636024
115 3    11.384639
116 3    12.015095
117 3    11.072488
118 3    10.371234
119 3     9.697036
120 3     9.192388
121 3     9.615872
122 3    12.122087
123 3    11.638728
124 3    10.976794
125 3    10.248902
126 3     9.750000
127 3    10.198039
128 3    10.635436
129 3    11.253888
130 3    11.861387
131 3    11.384749
132 3    10.836166
133 3    10.413693
134 3    10.939950
135 3    11.533538
136 3    12.356577
137 3    12.311072
138 3    11.617444
139 3    11.144954
140 3    10.807405
141 3    11.300442
142 3    11.613031
143 3    12.195286
144 3    12.689464
145 3    12.801562
146 3    12.704822
147 3    12.108365
148 3    11.952615
149 3    11.923611
150 3     7.184706
151 3     7.623156
152 3     7.066116
153 3     6.312290
154 3     4.820010
155 3     5.391197
156 3     6.153251
157 3     6.530123
158 3     7.625287
159 3     8.412194
160 3     7.130919
161 3     6.706154
162 3     5.942432
163 3     5.647345
164 3     4.366062
165 3     4.972927
166 3     5.417103
167 3     4.808846
168 3     4.377785
169 3     3.324530
170 3     2.707397
171 3     3.975550
172 3     6.035106
173 3     6.453294
174 3     7.163274
175 3     7.998281
176 3     8.305420
177 3     7.406079
178 3     6.659204
179 3     6.200806
180 3     5.455731
181 3     4.800000
182 3     4.302615
183 3     3.712142
184 3     3.276049
185 3     4.168033
186 3     4.767599
187 3     5.111996
188 3     5.395600
189 3     5.921149
190 3     6.901630
191 3     7.513488
192 3     8.159810
193 3     8.990273
194 3     6.598674
195 3     2.797320
196 3     3.085855
197 3     3.679674
198 3     4.634922
199 3     5.203124
200 3     6.703171
201 3     7.451510
202 3     8.069232
203 3     8.787776
204 3     9.146857
205 3     9.446957
206 3     8.668333
207 3     7.899525
208 3     7.212836
209 3     7.560589
210 3     8.077747
211 3     8.617569
212 3     8.351347
213 3     7.827036
214 3     7.427819
215 3     7.122149
216 3     7.218379
217 3     6.815607
218 3     6.806247
219 3     6.011032
220 3     6.354723
221 3     5.580547
222 3     5.048019
223 3     4.334167
224 3     3.739652
225 3     4.272002
226 3     5.034382
227 3     4.606788
228 3     5.180975
229 3     5.692100
230 3     6.324555
231 3     5.692319
232 3     5.391197
233 3     5.842303
234 3     6.185669
235 3     7.158911
236 3     6.775876
237 3     6.555151
238 3     6.219526
239 3     6.742403
240 3     5.990409
5 4     0.782624
6 4     1.711724
7 4     1.030776
8 4     0.640312
9 4     1.128051
10 4     1.662077
11 4     1.415980
12 4     2.040221
13 4     2.670674
14 4     2.083867
15 4     1.676305
16 4     2.207374
17 4     2.729469
18 4     3.132092
19 4     2.706474
20 4     2.631539
21 4     4.089315
22 4     3.376759
23 4     3.405877
24 4     3.857784
25 4     4.084422
26 4     4.124621
27 4     3.965476
28 4     5.044056
29 4     4.742362
30 4     4.664762
31 4     4.638157
32 4     5.566417
33 4     5.635601
34 4     5.380753
35 4     5.052227
36 4     4.783566
37 4     5.445181
38 4     6.095900
39 4     6.074743
40 4     6.269968
41 4     7.327005
42 4     7.057797
43 4     6.594126
44 4     6.690478
45 4     6.511528
46 4     6.652819
47 4     5.851709
48 4     6.268174
49 4     7.010349
50 4     7.110731
51 4     7.079901
52 4     7.481310
53 4     7.738863
54 4     7.917702
55 4     8.635392
56 4     9.646891
57 4     9.089829
58 4     8.528921
59 4     8.066753
60 4     8.566359
61 4     7.676099
62 4     7.888124
63 4     7.496833
64 4     7.980758
65 4     8.459462
66 4     8.200762
67 4     8.613071
68 4     8.237870
69 4     8.674243
70 4     8.560666
71 4     9.086391
72 4     8.965071
73 4     9.477605
74 4     9.261749
75 4     9.737171
76 4    10.050498
77 4    10.332594
78 4    10.486181
79 4    10.815036
80 4    11.395174
81 4    10.536840
82 4     9.899747
83 4     9.733576
84 4     9.214391
85 4     9.081988
86 4     9.028012
87 4     9.430270
88 4    10.010245
89 4     9.612752
90 4    10.089599
91 4    10.332473
92 4    11.103603
93 4    11.688670
94 4    10.890018
95 4    11.710038
96 4    10.760228
97 4    11.815773
98 4    11.241997
99 4    10.788999
100 4    10.139280
101 4    10.729049
102 4    10.247439
103 4     9.501579
104 4     9.503947
105 4     9.170605
106 4     8.751286
107 4    12.165525
108 4    11.585443
109 4    10.688428
110 4    10.026590
111 4    12.093387
112 4    11.392212
113 4    10.596462
114 4    11.067633
115 4    11.821273
116 4    12.461340
117 4    11.526600
118 4    10.816654
119 4    10.130400
120 4     9.632886
121 4    10.072860
122 4    12.600099
123 4    12.108365
124 4    11.450000
125 4    10.722057
126 4    10.239141
127 4    10.702453
128 4    11.123174
129 4    11.741486
130 4    12.355566
131 4    11.886968
132 4    11.343721
133 4    10.941321
134 4    11.462984
135 4    12.050104
136 4    12.864389
137 4    12.832186
138 4    12.145472
139 4    11.677436
140 4    11.351762
141 4    11.853797
142 4    12.155040
143 4    12.728413
144 4    13.224220
145 4    13.350000
146 4    13.261410
147 4    12.652470
148 4    12.508097
149 4    12.486192
150 4     7.537407
151 4     8.006248
152 4     7.478135
153 4     6.688236
154 4     5.162364
155 4     5.797629
156 4     6.583692
157 4     6.998928
158 4     8.080377
159 4     8.874261
160 4     7.619875
161 4     7.197569
162 4     6.432729
163 4     6.106144
164 4     4.767075
165 4     5.461914
166 4     5.935697
167 4     5.328461
168 4     4.874679
169 4     3.832754
170 4     3.274523
171 4     4.506939
172 4     6.565440
173 4     6.965092
174 4     7.686677
175 4     8.514987
176 4     8.850565
177 4     7.950629
178 4     7.201562
179 4     6.750741
180 4     6.000208
181 4     5.353737
182 4     4.862612
183 4     4.279311
184 4     3.860052
185 4     4.746051
186 4     5.344390
187 4     5.676707
188 4     5.968249
189 4     6.487873
190 4     7.458217
191 4     8.076200
192 4     8.720665
193 4     9.557850
194 4     7.170077
195 4     3.381198
196 4     3.640055
197 4     4.208622
198 4     5.162364
199 4     5.748913
200 4     7.254309
201 4     8.016389
202 4     8.645230
203 4     9.369232
204 4     9.732035
205 4    10.029581
206 4     9.247297
207 4     8.474963
208 4     7.785403
209 4     8.140332
210 4     8.660976
211 4     9.202717
212 4     8.935463
213 4     8.412194
214 4     8.011242
215 4     7.707302
216 4     7.802083
217 4     7.400338
218 4     7.386643
219 4     6.589765
220 4     6.937579
221 4     6.161169
222 4     5.632051
223 4     4.918587
224 4     4.317696
225 4     4.844843
226 4     5.602901
227 4     5.189412
228 4     5.765848
229 4     6.277141
230 4     6.909595
231 4     6.276942
232 4     5.970971
233 4     6.420670
234 4     6.757588
235 4     7.738378
236 4     7.358329
237 4     7.140203
238 4     6.802941
239 4     7.308386
240 4     6.550763
6 5     1.011187
7 5     0.670820
8 5     0.901388
9 5     1.518223
10 5     1.902630
11 5     1.346291
12 5     2.061553
13 5     2.627737
14 5     1.780449
15 5     1.237942
16 5     1.680774
17 5     2.136001
18 5     2.617728
19 5     2.304886
20 5     2.412986
21 5     3.511410
22 5     2.983287
23 5     3.180016
24 5     3.721559
25 5     3.834710
26 5     3.758324
27 5     3.508917
28 5     4.518849
29 5     4.299128
30 5     4.295637
31 5     4.411916
32 5     5.053959
33 5     5.214643
34 5     5.032892
35 5     4.776243
36 5     4.648118
37 5     5.240468
38 5     5.842303
39 5     5.738467
40 5     5.798707
41 5     6.844158
42 5     6.661081
43 5     6.210072
44 5     6.370243
45 5     6.274751
46 5     6.480934
47 5     5.714018
48 5     6.216309
49 5     6.921163
50 5     6.930007
51 5     6.834654
52 5     7.179311
53 5     7.371737
54 5     7.489493
55 5     8.210512
56 5     9.253378
57 5     8.701293
58 5     8.175879
59 5     7.778496
60 5     8.274358
61 5     7.441102
62 5     7.700649
63 5     7.363763
64 5     7.889233
65 5     8.391960
66 5     8.057605
67 5     8.487196
68 5     8.028076
69 5     8.500000
70 5     8.321208
71 5     8.872993
72 5     8.698563
73 5     9.242970
74 5     8.953351
75 5     9.477605
76 5     9.718539
77 5    10.043157
78 5    10.135704
79 5    10.510590
80 5    11.139681
81 5    10.305945
82 5     9.686202
83 5     9.551178
84 5     9.050552
85 5     8.958795
86 5     8.970647
87 5     9.358552
88 5     9.905680
89 5     9.485383
90 5     9.945476
91 5    10.143594
92 5    10.895985
93 5    11.511407
94 5    10.730564
95 5    11.593640
96 5    10.653169
97 5    11.752659
98 5    11.203794
99 5    10.723106
100 5    10.088236
101 5    10.711909
102 5    10.250000
103 5     9.482220
104 5     9.526935
105 5     9.222933
106 5     8.752285
107 5    12.179183
108 5    11.595258
109 5    10.715409
110 5    10.090094
111 5    12.161928
112 5    11.452729
113 5    10.672980
114 5    11.164453
115 5    11.925183
116 5    12.582230
117 5    11.666190
118 5    10.941321
119 5    10.234378
120 5     9.752948
121 5    10.223747
122 5    12.786907
123 5    12.278436
124 5    11.629703
125 5    10.904128
126 5    10.458131
127 5    10.955364
128 5    11.335894
129 5    11.951987
130 5    12.579448
131 5    12.131055
132 5    11.602263
133 5    11.252777
134 5    11.760633
135 5    12.329335
136 5    13.119642
137 5    13.121452
138 5    12.454919
139 5    12.000417
140 5    11.710679
141 5    12.240915
142 5    12.504899
143 5    13.050862
144 5    13.550369
145 5    13.717872
146 5    13.657324
147 5    13.007786
148 5    12.901357
149 5    12.905909
150 5     7.515318
151 5     8.031345
152 5     7.558439
153 5     6.713047
154 5     5.153882
155 5     5.886000
156 5     6.706154
157 5     7.192531
158 5     8.238022
159 5     9.041294
160 5     7.851751
161 5     7.437910
162 5     6.677013
163 5     6.288283
164 5     4.863384
165 5     5.714018
166 5     6.250200
167 5     5.651991
168 5     5.152184
169 5     4.154816
170 5     3.764306
171 5     4.870832
172 5     6.904528
173 5     7.254309
174 5     8.000156
175 5     8.806957
176 5     9.219544
177 5     8.321658
178 5     7.570007
179 5     7.144928
180 5     6.383181
181 5     5.770615
182 5     5.304951
183 5     4.753946
184 5     4.431986
185 5     5.265216
186 5     5.852350
187 5     6.128825
188 5     6.451550
189 5     6.942622
190 5     7.870356
191 5     8.507791
192 5     9.142893
193 5    10.004249
194 5     7.641499
195 5     4.013104
196 5     4.355743
197 5     4.951767
198 5     5.906987
199 5     6.474759
200 5     7.972609
201 5     8.710052
202 5     9.307121
203 5    10.004249
204 5    10.321095
205 5    10.562433
206 5     9.752948
207 5     8.961724
208 5     8.259843
209 5     8.654045
210 5     9.202717
211 5     9.777142
212 5     9.548036
213 5     8.988465
214 5     8.632642
215 5     8.300904
216 5     8.351347
217 5     7.966335
218 5     7.907275
219 5     7.102288
220 5     7.480140
221 5     6.688236
222 5     6.192940
223 5     5.488625
224 5     4.978454
225 5     5.521775
226 5     6.290072
227 5     5.823444
228 5     6.372794
229 5     6.854196
230 5     7.484651
231 5     6.887126
232 5     6.620045
233 5     7.075486
234 5     7.434548
235 5     8.386298
236 5     7.988899
237 5     7.738863
238 5     7.426473
239 5     8.000000
240 5     7.254309
7 6     0.832166
8 6     1.476482
9 6     1.947434
10 6     2.067003
11 6     1.320984
12 6     1.916377
13 6     2.300543
14 6     1.253994
15 6     0.707107
16 6     0.832166
17 6     1.166190
18 6     1.702939
19 6     1.544345
20 6     1.882817
21 6     2.528339
22 6     2.180023
23 6     2.563201
24 6     3.180016
25 6     3.153173
26 6     2.951694
27 6     2.620115
28 6     3.559846
29 6     3.405877
30 6     3.471311
31 6     3.735305
32 6     4.099390
33 6     4.327817
34 6     4.214558
35 6     4.035468
36 6     4.067247
37 6     4.565085
38 6     5.103920
39 6     4.920620
40 6     4.867494
41 6     5.899576
42 6     5.781220
43 6     5.344390
44 6     5.559901
45 6     5.547071
46 6     5.818075
47 6     5.102205
48 6     5.692100
49 6     6.342318
50 6     6.251600
51 6     6.091387
52 6     6.378087
53 6     6.511528
54 6     6.580274
55 6     7.300685
56 6     8.363163
57 6     7.816969
58 6     7.322739
59 6     6.985163
60 6     7.474122
61 6     6.701679
62 6     7.006604
63 6     6.730713
64 6     7.295375
65 6     7.819367
66 6     7.406247
67 6     7.850159
68 6     7.308386
69 6     7.812330
70 6     7.570007
71 6     8.143249
72 6     7.919122
73 6     8.490289
74 6     8.134494
75 6     8.700144
76 6     8.875951
77 6     9.235935
78 6     9.276314
79 6     9.688395
80 6    10.358571
81 6     9.551178
82 6     8.951257
83 6     8.847740
84 6     8.369289
85 6     8.320607
86 6     8.403868
87 6     8.772685
88 6     9.280356
89 6     8.838835
90 6     9.278470
91 6     9.430270
92 6    10.160709
93 6    10.803009
94 6    10.043530
95 6    10.946461
96 6    10.020604
97 6    11.161205
98 6    10.642486
99 6    10.134224
100 6     9.519716
101 6    10.177058
102 6     9.740637
103 6     8.953770
104 6     9.046823
105 6     8.780091
106 6     8.253787
107 6    11.670904
108 6    11.085689
109 6    10.230958
110 6     9.653108
111 6    11.717508
112 6    11.002841
113 6    10.247195
114 6    10.759763
115 6    11.524431
116 6    12.198565
117 6    11.310725
118 6    10.572133
119 6     9.845050
120 6     9.387359
121 6     9.892548
122 6    12.484490
123 6    11.957529
124 6    11.324862
125 6    10.607191
126 6    10.212248
127 6    10.750465
128 6    11.075423
129 6    11.684712
130 6    12.325989
131 6    11.906721
132 6    11.400439
133 6    11.125309
134 6    11.610771
135 6    12.150926
136 6    12.904747
137 6    12.952413
138 6    12.317163
139 6    11.884128
140 6    11.646995
141 6    12.214848
142 6    12.423566
143 6    12.927974
144 6    13.430190
145 6    13.656226
146 6    13.636898
147 6    12.931551
148 6    12.880703
149 6    12.924589
150 6     7.004463
151 6     7.569016
152 6     7.168856
153 6     6.269968
154 6     4.707441
155 6     5.538276
156 6     6.383181
157 6     6.951619
158 6     7.935521
159 6     8.741424
160 6     7.650654
161 6     7.254309
162 6     6.512296
163 6     6.050207
164 6     4.556863
165 6     5.582338
166 6     6.189709
167 6     5.618941
168 6     5.071735
169 6     4.176123
170 6     4.038874
171 6     4.918587
172 6     6.864765
173 6     7.139503
174 6     7.907275
175 6     8.674388
176 6     9.190348
177 6     8.305570
178 6     7.560589
179 6     7.179311
180 6     6.415801
181 6     5.866217
182 6     5.450229
183 6     4.964121
184 6     4.801042
185 6     5.526753
186 6     6.082146
187 6     6.267775
188 6     6.630988
189 6     7.069830
190 6     7.919912
191 6     8.578170
192 6     9.192388
193 6    10.082286
194 6     7.783315
195 6     4.493607
196 6     4.981967
197 6     5.632273
198 6     6.580274
199 6     7.093659
200 6     8.560666
201 6     9.235935
202 6     9.761660
203 6    10.401082
204 6    10.630734
205 6    10.773695
206 6     9.925850
207 6     9.111806
208 6     8.398363
209 6     8.850141
210 6     9.439412
211 6    10.064790
212 6     9.905680
213 6     9.285742
214 6     9.013878
215 6     8.634958
216 6     8.608862
217 6     8.256210
218 6     8.122961
219 6     7.316078
220 6     7.736924
221 6     6.931811
222 6     6.500000
223 6     5.825161
224 6     5.482928
225 6     6.046693
226 6     6.824405
227 6     6.262587
228 6     6.754628
229 6     7.177221
230 6     7.795672
231 6     7.267049
232 6     7.074779
233 6     7.535582
234 6     7.935049
235 6     8.820006
236 6     8.393152
237 6     8.087799
238 6     7.823682
239 6     8.526576
240 6     7.813610
8 7     0.650000
9 7     1.133578
10 7     1.360147
11 7     0.701783
12 7     1.414214
13 7     1.960867
14 7     1.131371
15 7     0.650000
16 7     1.176860
17 7     1.706605
18 7     2.102974
19 7     1.706605
20 7     1.750000
21 7     3.059412
22 7     2.385372
23 7     2.522400
24 7     3.052868
25 7     3.185122
26 7     3.150397
27 7     2.951694
28 7     4.016217
29 7     3.735305
30 7     3.690867
31 7     3.758324
32 7     4.541200
33 7     4.639235
34 7     4.420407
35 7     4.136726
36 7     3.980578
37 7     4.583939
38 7     5.198317
39 7     5.122499
40 7     5.255949
41 7     6.310507
42 7     6.074537
43 7     5.616494
44 7     5.748913
45 7     5.626944
46 7     5.820009
47 7     5.047772
48 7     5.545494
49 7     6.251600
50 7     6.270965
51 7     6.189709
52 7     6.552290
53 7     6.771447
54 7     6.921163
55 7     7.640844
56 7     8.667468
57 7     8.112490
58 7     7.570007
59 7     7.147377
60 7     7.644933
61 7     6.794115
62 7     7.043437
63 7     6.698134
64 7     7.220111
65 7     7.721723
66 7     7.393578
67 7     7.821285
68 7     7.375636
69 7     7.840918
70 7     7.676099
71 7     8.221922
72 7     8.061327
73 7     8.597238
74 7     8.330216
75 7     8.838835
76 7     9.104944
77 7     9.414085
78 7     9.530084
79 7     9.886986
80 7    10.500595
81 7     9.659840
82 7     9.035624
83 7     8.894099
84 7     8.390024
85 7     8.292768
86 7     8.300151
87 7     8.688642
88 7     9.238100
89 7     8.820006
90 7     9.282376
91 7     9.488019
92 7    10.244633
93 7    10.854147
94 7    10.070005
95 7    10.927603
96 7     9.985990
97 7    11.082644
98 7    10.533043
99 7    10.053109
100 7     9.417670
101 7    10.041165
102 7     9.579796
103 7     8.811498
104 7     8.857906
105 7     8.556430
106 7     8.082234
107 7    11.509235
108 7    10.925200
109 7    10.046392
110 7     9.424436
111 7    11.496195
112 7    10.786334
113 7    10.008621
114 7    10.502619
115 7    11.264102
116 7    11.923611
117 7    11.011358
118 7    10.284090
119 7     9.574053
120 7     9.095603
121 7     9.572095
122 7    12.141870
123 7    11.629703
124 7    10.983624
125 7    10.259142
126 7     9.823569
127 7    10.331021
128 7    10.698715
129 7    11.313708
130 7    11.944559
131 7    11.502717
132 7    10.979185
133 7    10.650117
134 7    11.151794
135 7    11.712920
136 7    12.494199
137 7    12.508097
138 7    11.850105
139 7    11.401754
140 7    11.128791
141 7    11.672618
142 7    11.917739
143 7    12.450904
